id,level,need,cumStone,unlockGem,cumGem
flameTalisman,110,292,15011,1740,22310
flameTalisman,111,295,15303,0,22310
flameTalisman,112,298,15598,0,22310
flameTalisman,113,301,15896,0,22310
flameTalisman,114,304,16197,0,22310
flameTalisman,115,307,16501,1810,24120
flameTalisman,116,310,16808,0,24120
flameTalisman,117,313,17118,0,24120
flameTalisman,118,316,17431,0,24120
flameTalisman,119,319,17747,0,24120
flameTalisman,120,322,18066,1880,26000
flameTalisman,121,325,18388,0,26000
flameTalisman,122,328,18713,0,26000
flameTalisman,123,332,19041,0,26000
flameTalisman,124,335,19373,0,26000
flameTalisman,125,338,19708,1950,27950
flameTalisman,126,341,20046,0,27950
flameTalisman,127,344,20387,0,27950
flameTalisman,128,347,20731,0,27950
flameTalisman,129,350,21078,0,27950
flameTalisman,130,353,21428,2000,29950
flameTalisman,131,356,21781,0,29950
flameTalisman,132,359,22137,0,29950
flameTalisman,133,362,22496,0,29950
flameTalisman,134,365,22858,0,29950
flameTalisman,135,368,23223,2000,31950
flameTalisman,136,371,23591,0,31950
flameTalisman,137,374,23962,0,31950
flameTalisman,138,377,24336,0,31950
flameTalisman,139,380,24713,0,31950
flameTalisman,140,383,25093,2000,33950
flameTalisman,141,386,25476,0,33950
flameTalisman,142,389,25862,0,33950
flameTalisman,143,392,26251,0,33950
flameTalisman,144,396,26643,0,33950
flameTalisman,145,399,27039,2000,35950
flameTalisman,146,402,27438,0,35950
flameTalisman,147,405,27840,0,35950
flameTalisman,148,408,28245,0,35950
flameTalisman,149,411,28653,0,35950
flameTalisman,150,414,29064,2000,37950
flameTalisman,151,417,29478,0,37950
flameTalisman,152,420,29895,0,37950
flameTalisman,153,423,30315,0,37950
flameTalisman,154,426,30738,0,37950
flameTalisman,155,430,31164,2000,39950
flameTalisman,156,433,31594,0,39950
flameTalisman,157,436,32027,0,39950
flameTalisman,158,439,32463,0,39950
flameTalisman,159,442,32902,0,39950
flameTalisman,160,445,33344,2000,41950
flameTalisman,161,448,33789,0,41950
flameTalisman,162,451,34237,0,41950
flameTalisman,163,454,34688,0,41950
flameTalisman,164,458,35142,0,41950
flameTalisman,165,461,35600,2000,43950
flameTalisman,166,464,36061,0,43950
flameTalisman,167,467,36525,0,43950
flameTalisman,168,470,36992,0,43950
flameTalisman,169,473,37462,0,43950
flameTalisman,170,476,37935,2000,45950
flameTalisman,171,479,38411,0,45950
flameTalisman,172,483,38890,0,45950
flameTalisman,173,486,39373,0,45950
flameTalisman,174,489,39859,0,45950
flameTalisman,175,492,40348,2000,47950
flameTalisman,176,495,40840,0,47950
flameTalisman,177,498,41335,0,47950
flameTalisman,178,501,41833,0,47950
flameTalisman,179,505,42334,0,47950
flameTalisman,180,508,42839,2000,49950
flameTalisman,181,511,43347,0,49950
flameTalisman,182,514,43858,0,49950
flameTalisman,183,517,44372,0,49950
flameTalisman,184,520,44889,0,49950
flameTalisman,185,524,45409,2000,51950
flameTalisman,186,527,45933,0,51950
flameTalisman,187,530,46460,0,51950
flameTalisman,188,533,46990,0,51950
flameTalisman,189,536,47523,0,51950
flameTalisman,190,539,48059,2000,53950
flameTalisman,191,543,48598,0,53950
flameTalisman,192,546,49141,0,53950
flameTalisman,193,549,49687,0,53950
flameTalisman,194,552,50236,0,53950
flameTalisman,195,555,50788,2000,55950
flameTalisman,196,558,51343,0,55950
flameTalisman,197,562,51901,0,55950
flameTalisman,198,565,52463,0,55950
flameTalisman,199,568,53028,0,55950
flameTalisman,200,571,53596,2000,57950
flameTalisman,201,574,54167,0,57950
flameTalisman,202,578,54741,0,57950
flameTalisman,203,581,55319,0,57950
flameTalisman,204,584,55900,0,57950
flameTalisman,205,587,56484,2000,59950
flameTalisman,206,590,57071,0,59950
flameTalisman,207,594,57661,0,59950
flameTalisman,208,597,58255,0,59950
flameTalisman,209,600,58852,0,59950
flameTalisman,210,603,59452,2000,61950
flameTalisman,211,606,60055,0,61950
flameTalisman,212,610,60661,0,61950
flameTalisman,213,613,61271,0,61950
flameTalisman,214,616,61884,0,61950
flameTalisman,215,619,62500,2000,63950
flameTalisman,216,622,63119,0,63950
flameTalisman,217,626,63741,0,63950
flameTalisman,218,629,64367,0,63950
flameTalisman,219,632,64996,0,63950
flameTalisman,220,635,65628,2000,65950
flameTalisman,221,639,66263,0,65950
flameTalisman,222,642,66902,0,65950
flameTalisman,223,645,67544,0,65950
flameTalisman,224,648,68189,0,65950
flameTalisman,225,651,68837,2000,67950
flameTalisman,226,655,69488,0,67950
flameTalisman,227,658,70143,0,67950
flameTalisman,228,661,70801,0,67950
flameTalisman,229,664,71462,0,67950
flameTalisman,230,668,72126,2000,69950
flameTalisman,231,671,72794,0,69950
flameTalisman,232,674,73465,0,69950
flameTalisman,233,677,74139,0,69950
flameTalisman,234,681,74816,0,69950
flameTalisman,235,684,75497,2000,71950
flameTalisman,236,687,76181,0,71950
flameTalisman,237,690,76868,0,71950
flameTalisman,238,694,77558,0,71950
flameTalisman,239,697,78252,0,71950
flameTalisman,240,700,78949,2000,73950
flameTalisman,241,703,79649,0,73950
flameTalisman,242,707,80352,0,73950
flameTalisman,243,710,81059,0,73950
flameTalisman,244,713,81769,0,73950
flameTalisman,245,716,82482,2000,75950
flameTalisman,246,720,83198,0,75950
flameTalisman,247,723,83918,0,75950
flameTalisman,248,726,84641,0,75950
flameTalisman,249,729,85367,0,75950
flameTalisman,250,733,86096,2000,77950
flameTalisman,251,736,86829,0,77950
flameTalisman,252,739,87565,0,77950
flameTalisman,253,743,88304,0,77950
flameTalisman,254,746,89047,0,77950
flameTalisman,255,749,89793,2000,79950
flameTalisman,256,752,90542,0,79950
flameTalisman,257,756,91294,0,79950
flameTalisman,258,759,92050,0,79950
flameTalisman,259,762,92809,0,79950
flameTalisman,260,765,93571,2000,81950
flameTalisman,261,769,94336,0,81950
flameTalisman,262,772,95105,0,81950
flameTalisman,263,775,95877,0,81950
flameTalisman,264,779,96652,0,81950
flameTalisman,265,782,97431,2000,83950
flameTalisman,266,785,98213,0,83950
flameTalisman,267,788,98998,0,83950
flameTalisman,268,792,99786,0,83950
flameTalisman,269,795,100578,0,83950
flameTalisman,270,798,101373,2000,85950
flameTalisman,271,802,102171,0,85950
flameTalisman,272,805,102973,0,85950
flameTalisman,273,808,103778,0,85950
flameTalisman,274,811,104586,0,85950
flameTalisman,275,815,105397,2000,87950
flameTalisman,276,818,106212,0,87950
flameTalisman,277,821,107030,0,87950
flameTalisman,278,825,107851,0,87950
flameTalisman,279,828,108676,0,87950
flameTalisman,280,831,109504,2000,89950
flameTalisman,281,835,110335,0,89950
flameTalisman,282,838,111170,0,89950
flameTalisman,283,841,112008,0,89950
flameTalisman,284,845,112849,0,89950
flameTalisman,285,848,113694,2000,91950
flameTalisman,286,851,114542,0,91950
flameTalisman,287,854,115393,0,91950
flameTalisman,288,858,116247,0,91950
flameTalisman,289,861,117105,0,91950
flameTalisman,290,864,117966,2000,93950
flameTalisman,291,868,118830,0,93950
flameTalisman,292,871,119698,0,93950
flameTalisman,293,874,120569,0,93950
flameTalisman,294,878,121443,0,93950
flameTalisman,295,881,122321,2000,95950
flameTalisman,296,884,123202,0,95950
flameTalisman,297,888,124086,0,95950
flameTalisman,298,891,124974,0,95950
flameTalisman,299,894,125865,0,95950
flameTalisman,300,0,126759,0,95950
tokenOfResolve,0,1,0,200,200
tokenOfResolve,1,3,1,0,200
tokenOfResolve,2,6,4,0,200
tokenOfResolve,3,8,10,0,200
tokenOfResolve,4,11,18,0,200
tokenOfResolve,5,14,29,290,490
tokenOfResolve,6,16,43,0,490
tokenOfResolve,7,19,59,0,490
tokenOfResolve,8,22,78,0,490
tokenOfResolve,9,25,100,0,490
tokenOfResolve,10,28,125,380,870
tokenOfResolve,11,31,153,0,870
tokenOfResolve,12,34,184,0,870
tokenOfResolve,13,37,218,0,870
tokenOfResolve,14,40,255,0,870
tokenOfResolve,15,43,295,470,1340
tokenOfResolve,16,46,338,0,1340
tokenOfResolve,17,50,384,0,1340
tokenOfResolve,18,53,434,0,1340
tokenOfResolve,19,56,487,0,1340
tokenOfResolve,20,59,543,560,1900
tokenOfResolve,21,62,602,0,1900
tokenOfResolve,22,66,664,0,1900
tokenOfResolve,23,69,730,0,1900
tokenOfResolve,24,72,799,0,1900
tokenOfResolve,25,76,871,650,2550
tokenOfResolve,26,79,947,0,2550
tokenOfResolve,27,82,1026,0,2550
tokenOfResolve,28,86,1108,0,2550
tokenOfResolve,29,89,1194,0,2550
tokenOfResolve,30,93,1283,740,3290
tokenOfResolve,31,96,1376,0,3290
tokenOfResolve,32,100,1472,0,3290
tokenOfResolve,33,103,1572,0,3290
tokenOfResolve,34,106,1675,0,3290
tokenOfResolve,35,110,1781,830,4120
tokenOfResolve,36,113,1891,0,4120
tokenOfResolve,37,117,2004,0,4120
tokenOfResolve,38,120,2121,0,4120
tokenOfResolve,39,124,2241,0,4120
tokenOfResolve,40,128,2365,920,5040
tokenOfResolve,41,131,2493,0,5040
tokenOfResolve,42,135,2624,0,5040
tokenOfResolve,43,138,2759,0,5040
tokenOfResolve,44,142,2897,0,5040
tokenOfResolve,45,145,3039,1010,6050
tokenOfResolve,46,149,3184,0,6050
tokenOfResolve,47,153,3333,0,6050
tokenOfResolve,48,156,3486,0,6050
tokenOfResolve,49,160,3642,0,6050
tokenOfResolve,50,164,3802,1100,7150
tokenOfResolve,51,167,3966,0,7150
tokenOfResolve,52,171,4133,0,7150
tokenOfResolve,53,174,4304,0,7150
tokenOfResolve,54,178,4478,0,7150
tokenOfResolve,55,182,4656,1190,8340
tokenOfResolve,56,186,4838,0,8340
tokenOfResolve,57,189,5024,0,8340
tokenOfResolve,58,193,5213,0,8340
tokenOfResolve,59,197,5406,0,8340
tokenOfResolve,60,200,5603,1280,9620
tokenOfResolve,61,204,5803,0,9620
tokenOfResolve,62,208,6007,0,9620
tokenOfResolve,63,212,6215,0,9620
tokenOfResolve,64,215,6427,0,9620
tokenOfResolve,65,219,6642,1370,10990
tokenOfResolve,66,223,6861,0,10990
tokenOfResolve,67,227,7084,0,10990
tokenOfResolve,68,230,7311,0,10990
tokenOfResolve,69,234,7541,0,10990
tokenOfResolve,70,238,7775,1460,12450
tokenOfResolve,71,242,8013,0,12450
tokenOfResolve,72,245,8255,0,12450
tokenOfResolve,73,249,8500,0,12450
tokenOfResolve,74,253,8749,0,12450
tokenOfResolve,75,257,9002,1550,14000
tokenOfResolve,76,261,9259,0,14000
tokenOfResolve,77,265,9520,0,14000
tokenOfResolve,78,268,9785,0,14000
tokenOfResolve,79,272,10053,0,14000
tokenOfResolve,80,276,10325,1640,15640
tokenOfResolve,81,280,10601,0,15640
tokenOfResolve,82,284,10881,0,15640
tokenOfResolve,83,288,11165,0,15640
tokenOfResolve,84,291,11453,0,15640
tokenOfResolve,85,295,11744,1730,17370
tokenOfResolve,86,299,12039,0,17370
tokenOfResolve,87,303,12338,0,17370
tokenOfResolve,88,307,12641,0,17370
tokenOfResolve,89,311,12948,0,17370
tokenOfResolve,90,315,13259,1820,19190
tokenOfResolve,91,319,13574,0,19190
tokenOfResolve,92,323,13893,0,19190
tokenOfResolve,93,326,14216,0,19190
tokenOfResolve,94,330,14542,0,19190
tokenOfResolve,95,334,14872,1910,21100
tokenOfResolve,96,338,15206,0,21100
tokenOfResolve,97,342,15544,0,21100
tokenOfResolve,98,346,15886,0,21100
tokenOfResolve,99,350,16232,0,21100
tokenOfResolve,100,354,16582,2000,23100
tokenOfResolve,101,358,16936,0,23100
tokenOfResolve,102,362,17294,0,23100
tokenOfResolve,103,366,17656,0,23100
tokenOfResolve,104,370,18022,0,23100
tokenOfResolve,105,374,18392,2000,25100
tokenOfResolve,106,378,18766,0,25100
tokenOfResolve,107,382,19144,0,25100
tokenOfResolve,108,386,19526,0,25100
tokenOfResolve,109,389,19912,0,25100
tokenOfResolve,110,393,20301,2000,27100
tokenOfResolve,111,397,20694,0,27100
tokenOfResolve,112,401,21091,0,27100
tokenOfResolve,113,405,21492,0,27100
tokenOfResolve,114,409,21897,0,27100
tokenOfResolve,115,413,22306,2000,29100
tokenOfResolve,116,417,22719,0,29100
tokenOfResolve,117,421,23136,0,29100
tokenOfResolve,118,425,23557,0,29100
tokenOfResolve,119,429,23982,0,29100
tokenOfResolve,120,433,24411,2000,31100
tokenOfResolve,121,437,24844,0,31100
tokenOfResolve,122,441,25281,0,31100
tokenOfResolve,123,446,25722,0,31100
tokenOfResolve,124,450,26168,0,31100
tokenOfResolve,125,454,26618,2000,33100
tokenOfResolve,126,458,27072,0,33100
tokenOfResolve,127,462,27530,0,33100
tokenOfResolve,128,466,27992,0,33100
tokenOfResolve,129,470,28458,0,33100
tokenOfResolve,130,474,28928,2000,35100
tokenOfResolve,131,478,29402,0,35100
tokenOfResolve,132,482,29880,0,35100
tokenOfResolve,133,486,30362,0,35100
tokenOfResolve,134,490,30848,0,35100
tokenOfResolve,135,494,31338,2000,37100
tokenOfResolve,136,498,31832,0,37100
tokenOfResolve,137,502,32330,0,37100
tokenOfResolve,138,506,32832,0,37100
tokenOfResolve,139,510,33338,0,37100
tokenOfResolve,140,514,33848,2000,39100
tokenOfResolve,141,519,34362,0,39100
tokenOfResolve,142,523,34881,0,39100
tokenOfResolve,143,527,35404,0,39100
tokenOfResolve,144,531,35931,0,39100
tokenOfResolve,145,535,36462,2000,41100
tokenOfResolve,146,539,36997,0,41100
tokenOfResolve,147,543,37536,0,41100
tokenOfResolve,148,547,38079,0,41100
tokenOfResolve,149,551,38626,0,41100
tokenOfResolve,150,555,39177,2000,43100
tokenOfResolve,151,560,39732,0,43100
tokenOfResolve,152,564,40292,0,43100
tokenOfResolve,153,568,40856,0,43100
tokenOfResolve,154,572,41424,0,43100
tokenOfResolve,155,576,41996,2000,45100
tokenOfResolve,156,580,42572,0,45100
tokenOfResolve,157,584,43152,0,45100
tokenOfResolve,158,588,43736,0,45100
tokenOfResolve,159,593,44324,0,45100
tokenOfResolve,160,597,44917,2000,47100
tokenOfResolve,161,601,45514,0,47100
tokenOfResolve,162,605,46115,0,47100
tokenOfResolve,163,609,46720,0,47100
tokenOfResolve,164,613,47329,0,47100
tokenOfResolve,165,617,47942,2000,49100
tokenOfResolve,166,622,48559,0,49100
tokenOfResolve,167,626,49181,0,49100
tokenOfResolve,168,630,49807,0,49100
tokenOfResolve,169,634,50437,0,49100
tokenOfResolve,170,638,51071,2000,51100
tokenOfResolve,171,642,51709,0,51100
tokenOfResolve,172,647,52351,0,51100
tokenOfResolve,173,651,52998,0,51100
tokenOfResolve,174,655,53649,0,51100
tokenOfResolve,175,659,54304,2000,53100
tokenOfResolve,176,663,54963,0,53100
tokenOfResolve,177,668,55626,0,53100
tokenOfResolve,178,672,56294,0,53100
tokenOfResolve,179,676,56966,0,53100
tokenOfResolve,180,680,57642,2000,55100
tokenOfResolve,181,684,58322,0,55100
tokenOfResolve,182,688,59006,0,55100
tokenOfResolve,183,693,59694,0,55100
tokenOfResolve,184,697,60387,0,55100
tokenOfResolve,185,701,61084,2000,57100
tokenOfResolve,186,705,61785,0,57100
tokenOfResolve,187,709,62490,0,57100
tokenOfResolve,188,714,63199,0,57100
tokenOfResolve,189,718,63913,0,57100
tokenOfResolve,190,722,64631,2000,59100
tokenOfResolve,191,726,65353,0,59100
tokenOfResolve,192,731,66079,0,59100
tokenOfResolve,193,735,66810,0,59100
tokenOfResolve,194,739,67545,0,59100
tokenOfResolve,195,743,68284,2000,61100
tokenOfResolve,196,747,69027,0,61100
tokenOfResolve,197,752,69774,0,61100
tokenOfResolve,198,756,70526,0,61100
tokenOfResolve,199,760,71282,0,61100
tokenOfResolve,200,764,72042,2000,63100
tokenOfResolve,201,769,72806,0,63100
tokenOfResolve,202,773,73575,0,63100
tokenOfResolve,203,777,74348,0,63100
tokenOfResolve,204,781,75125,0,63100
tokenOfResolve,205,786,75906,2000,65100
tokenOfResolve,206,790,76692,0,65100
tokenOfResolve,207,794,77482,0,65100
tokenOfResolve,208,798,78276,0,65100
tokenOfResolve,209,803,79074,0,65100
tokenOfResolve,210,807,79877,2000,67100
tokenOfResolve,211,811,80684,0,67100
tokenOfResolve,212,815,81495,0,67100
tokenOfResolve,213,820,82310,0,67100
tokenOfResolve,214,824,83130,0,67100
tokenOfResolve,215,828,83954,2000,69100
tokenOfResolve,216,832,84782,0,69100
tokenOfResolve,217,837,85614,0,69100
tokenOfResolve,218,841,86451,0,69100
tokenOfResolve,219,845,87292,0,69100
tokenOfResolve,220,850,88137,2000,71100
tokenOfResolve,221,854,88987,0,71100
tokenOfResolve,222,858,89841,0,71100
tokenOfResolve,223,862,90699,0,71100
tokenOfResolve,224,867,91561,0,71100
tokenOfResolve,225,871,92428,2000,73100
tokenOfResolve,226,875,93299,0,73100
tokenOfResolve,227,880,94174,0,73100
tokenOfResolve,228,884,95054,0,73100
tokenOfResolve,229,888,95938,0,73100
tokenOfResolve,230,892,96826,2000,75100
tokenOfResolve,231,897,97718,0,75100
tokenOfResolve,232,901,98615,0,75100
tokenOfResolve,233,905,99516,0,75100
tokenOfResolve,234,910,100421,0,75100
tokenOfResolve,235,914,101331,2000,77100
tokenOfResolve,236,918,102245,0,77100
tokenOfResolve,237,923,103163,0,77100
tokenOfResolve,238,927,104086,0,77100
tokenOfResolve,239,931,105013,0,77100
tokenOfResolve,240,935,105944,2000,79100
tokenOfResolve,241,940,106879,0,79100
tokenOfResolve,242,944,107819,0,79100
tokenOfResolve,243,948,108763,0,79100
tokenOfResolve,244,953,109711,0,79100
tokenOfResolve,245,957,110664,2000,81100
tokenOfResolve,246,961,111621,0,81100
tokenOfResolve,247,966,112582,0,81100
tokenOfResolve,248,970,113548,0,81100
tokenOfResolve,249,974,114518,0,81100
tokenOfResolve,250,979,115492,2000,83100
tokenOfResolve,251,983,116471,0,83100
tokenOfResolve,252,987,117454,0,83100
tokenOfResolve,253,992,118441,0,83100
tokenOfResolve,254,996,119433,0,83100
tokenOfResolve,255,1000,120429,2000,85100
tokenOfResolve,256,1005,121429,0,85100
tokenOfResolve,257,1009,122434,0,85100
tokenOfResolve,258,1013,123443,0,85100
tokenOfResolve,259,1018,124456,0,85100
tokenOfResolve,260,1022,125474,2000,87100
tokenOfResolve,261,1027,126496,0,87100
tokenOfResolve,262,1031,127523,0,87100
tokenOfResolve,263,1035,128554,0,87100
tokenOfResolve,264,1040,129589,0,87100
tokenOfResolve,265,1044,130629,2000,89100
tokenOfResolve,266,1048,131673,0,89100
tokenOfResolve,267,1053,132721,0,89100
tokenOfResolve,268,1057,133774,0,89100
tokenOfResolve,269,1061,134831,0,89100
tokenOfResolve,270,1066,135892,2000,91100
tokenOfResolve,271,1070,136958,0,91100
tokenOfResolve,272,1075,138028,0,91100
tokenOfResolve,273,1079,139103,0,91100
tokenOfResolve,274,1083,140182,0,91100
tokenOfResolve,275,1088,141265,2000,93100
tokenOfResolve,276,1092,142353,0,93100
tokenOfResolve,277,1096,143445,0,93100
tokenOfResolve,278,1101,144541,0,93100
tokenOfResolve,279,1105,145642,0,93100
tokenOfResolve,280,1110,146747,2000,95100
tokenOfResolve,281,1114,147857,0,95100
tokenOfResolve,282,1118,148971,0,95100
tokenOfResolve,283,1123,150089,0,95100
tokenOfResolve,284,1127,151212,0,95100
tokenOfResolve,285,1131,152339,2000,97100
tokenOfResolve,286,1136,153470,0,97100
tokenOfResolve,287,1140,154606,0,97100
tokenOfResolve,288,1145,155746,0,97100
tokenOfResolve,289,1149,156891,0,97100
tokenOfResolve,290,1153,158040,2000,99100
tokenOfResolve,291,1158,159193,0,99100
tokenOfResolve,292,1162,160351,0,99100
tokenOfResolve,293,1167,161513,0,99100
tokenOfResolve,294,1171,162680,0,99100
tokenOfResolve,295,1175,163851,2000,101100
tokenOfResolve,296,1180,165026,0,101100
tokenOfResolve,297,1184,166206,0,101100
tokenOfResolve,298,1189,167390,0,101100
tokenOfResolve,299,1193,168579,0,101100
tokenOfResolve,300,0,169772,0,101100
ancientDragonScale,0,2,0,200,200
ancientDragonScale,1,5,2,0,200
ancientDragonScale,2,8,7,0,200
ancientDragonScale,3,11,15,0,200
ancientDragonScale,4,14,26,0,200
ancientDragonScale,5,18,40,310,510
ancientDragonScale,6,21,58,0,510
ancientDragonScale,7,25,79,0,510
ancientDragonScale,8,28,104,0,510
ancientDragonScale,9,32,132,0,510
ancientDragonScale,10,36,164,420,930
ancientDragonScale,11,40,200,0,930
ancientDragonScale,12,43,240,0,930
ancientDragonScale,13,47,283,0,930
ancientDragonScale,14,51,330,0,930
ancientDragonScale,15,55,381,530,1460
ancientDragonScale,16,59,436,0,1460
ancientDragonScale,17,63,495,0,1460
ancientDragonScale,18,67,558,0,1460
ancientDragonScale,19,71,625,0,1460
ancientDragonScale,20,75,696,640,2100
ancientDragonScale,21,79,771,0,2100
ancientDragonScale,22,84,850,0,2100
ancientDragonScale,23,88,934,0,2100
ancientDragonScale,24,92,1022,0,2100
ancientDragonScale,25,96,1114,750,2850
ancientDragonScale,26,100,1210,0,2850
ancientDragonScale,27,105,1310,0,2850
ancientDragonScale,28,109,1415,0,2850
ancientDragonScale,29,113,1524,0,2850
ancientDragonScale,30,117,1637,860,3710
ancientDragonScale,31,122,1754,0,3710
ancientDragonScale,32,126,1876,0,3710
ancientDragonScale,33,130,2002,0,3710
ancientDragonScale,34,135,2132,0,3710
ancientDragonScale,35,139,2267,970,4680
ancientDragonScale,36,144,2406,0,4680
ancientDragonScale,37,148,2550,0,4680
ancientDragonScale,38,152,2698,0,4680
ancientDragonScale,39,157,2850,0,4680
ancientDragonScale,40,161,3007,1080,5760
ancientDragonScale,41,166,3168,0,5760
ancientDragonScale,42,170,3334,0,5760
ancientDragonScale,43,175,3504,0,5760
ancientDragonScale,44,179,3679,0,5760
ancientDragonScale,45,184,3858,1190,6950
ancientDragonScale,46,188,4042,0,6950
ancientDragonScale,47,193,4230,0,6950
ancientDragonScale,48,197,4423,0,6950
ancientDragonScale,49,202,4620,0,6950
ancientDragonScale,50,207,4822,1300,8250
ancientDragonScale,51,211,5029,0,8250
ancientDragonScale,52,216,5240,0,8250
ancientDragonScale,53,220,5456,0,8250
ancientDragonScale,54,225,5676,0,8250
ancientDragonScale,55,229,5901,1410,9660
ancientDragonScale,56,234,6130,0,9660
ancientDragonScale,57,239,6364,0,9660
ancientDragonScale,58,243,6603,0,9660
ancientDragonScale,59,248,6846,0,9660
ancientDragonScale,60,253,7094,1520,11180
ancientDragonScale,61,257,7347,0,11180
ancientDragonScale,62,262,7604,0,11180
ancientDragonScale,63,267,7866,0,11180
ancientDragonScale,64,271,8133,0,11180
ancientDragonScale,65,276,8404,1630,12810
ancientDragonScale,66,281,8680,0,12810
ancientDragonScale,67,286,8961,0,12810
ancientDragonScale,68,290,9247,0,12810
ancientDragonScale,69,295,9537,0,12810
ancientDragonScale,70,300,9832,1740,14550
ancientDragonScale,71,304,10132,0,14550
ancientDragonScale,72,309,10436,0,14550
ancientDragonScale,73,314,10745,0,14550
ancientDragonScale,74,319,11059,0,14550
ancientDragonScale,75,324,11378,1850,16400
ancientDragonScale,76,328,11702,0,16400
ancientDragonScale,77,333,12030,0,16400
ancientDragonScale,78,338,12363,0,16400
ancientDragonScale,79,343,12701,0,16400
ancientDragonScale,80,348,13044,1960,18360
ancientDragonScale,81,352,13392,0,18360
ancientDragonScale,82,357,13744,0,18360
ancientDragonScale,83,362,14101,0,18360
ancientDragonScale,84,367,14463,0,18360
ancientDragonScale,85,372,14830,2000,20360
ancientDragonScale,86,377,15202,0,20360
ancientDragonScale,87,381,15579,0,20360
ancientDragonScale,88,386,15960,0,20360
ancientDragonScale,89,391,16346,0,20360
ancientDragonScale,90,396,16737,2000,22360
ancientDragonScale,91,401,17133,0,22360
ancientDragonScale,92,406,17534,0,22360
ancientDragonScale,93,411,17940,0,22360
ancientDragonScale,94,415,18351,0,22360
ancientDragonScale,95,420,18766,2000,24360
ancientDragonScale,96,425,19186,0,24360
ancientDragonScale,97,430,19611,0,24360
ancientDragonScale,98,435,20041,0,24360
ancientDragonScale,99,440,20476,0,24360
ancientDragonScale,100,445,20916,2000,26360
ancientDragonScale,101,450,21361,0,26360
ancientDragonScale,102,455,21811,0,26360
ancientDragonScale,103,460,22266,0,26360
ancientDragonScale,104,465,22726,0,26360
ancientDragonScale,105,470,23191,2000,28360
ancientDragonScale,106,475,23661,0,28360
ancientDragonScale,107,480,24136,0,28360
ancientDragonScale,108,485,24616,0,28360
ancientDragonScale,109,489,25101,0,28360
ancientDragonScale,110,494,25590,2000,30360
ancientDragonScale,111,499,26084,0,30360
ancientDragonScale,112,504,26583,0,30360
ancientDragonScale,113,509,27087,0,30360
ancientDragonScale,114,514,27596,0,30360
ancientDragonScale,115,519,28110,2000,32360
ancientDragonScale,116,524,28629,0,32360
ancientDragonScale,117,529,29153,0,32360
ancientDragonScale,118,534,29682,0,32360
ancientDragonScale,119,539,30216,0,32360
ancientDragonScale,120,544,30755,2000,34360
ancientDragonScale,121,549,31299,0,34360
ancientDragonScale,122,554,31848,0,34360
ancientDragonScale,123,560,32402,0,34360
ancientDragonScale,124,565,32962,0,34360
ancientDragonScale,125,570,33527,2000,36360
ancientDragonScale,126,575,34097,0,36360
ancientDragonScale,127,580,34672,0,36360
ancientDragonScale,128,585,35252,0,36360
ancientDragonScale,129,590,35837,0,36360
ancientDragonScale,130,595,36427,2000,38360
ancientDragonScale,131,600,37022,0,38360
ancientDragonScale,132,605,37622,0,38360
ancientDragonScale,133,610,38227,0,38360
ancientDragonScale,134,615,38837,0,38360
ancientDragonScale,135,620,39452,2000,40360
ancientDragonScale,136,625,40072,0,40360
ancientDragonScale,137,630,40697,0,40360
ancientDragonScale,138,635,41327,0,40360
ancientDragonScale,139,641,41962,0,40360
ancientDragonScale,140,646,42603,2000,42360
ancientDragonScale,141,651,43249,0,42360
ancientDragonScale,142,656,43900,0,42360
ancientDragonScale,143,661,44556,0,42360
ancientDragonScale,144,666,45217,0,42360
ancientDragonScale,145,671,45883,2000,44360
ancientDragonScale,146,676,46554,0,44360
ancientDragonScale,147,681,47230,0,44360
ancientDragonScale,148,687,47911,0,44360
ancientDragonScale,149,692,48598,0,44360
ancientDragonScale,150,697,49290,2000,46360
ancientDragonScale,151,702,49987,0,46360
ancientDragonScale,152,707,50689,0,46360
ancientDragonScale,153,712,51396,0,46360
ancientDragonScale,154,717,52108,0,46360
ancientDragonScale,155,723,52825,2000,48360
ancientDragonScale,156,728,53548,0,48360
ancientDragonScale,157,733,54276,0,48360
ancientDragonScale,158,738,55009,0,48360
ancientDragonScale,159,743,55747,0,48360
ancientDragonScale,160,748,56490,2000,50360
ancientDragonScale,161,754,57238,0,50360
ancientDragonScale,162,759,57992,0,50360
ancientDragonScale,163,764,58751,0,50360
ancientDragonScale,164,769,59515,0,50360
ancientDragonScale,165,774,60284,2000,52360
ancientDragonScale,166,779,61058,0,52360
ancientDragonScale,167,785,61837,0,52360
ancientDragonScale,168,790,62622,0,52360
ancientDragonScale,169,795,63412,0,52360
ancientDragonScale,170,800,64207,2000,54360
ancientDragonScale,171,805,65007,0,54360
ancientDragonScale,172,811,65812,0,54360
ancientDragonScale,173,816,66623,0,54360
ancientDragonScale,174,821,67439,0,54360
ancientDragonScale,175,826,68260,2000,56360
ancientDragonScale,176,831,69086,0,56360
ancientDragonScale,177,837,69917,0,56360
ancientDragonScale,178,842,70754,0,56360
ancientDragonScale,179,847,71596,0,56360
ancientDragonScale,180,852,72443,2000,58360
ancientDragonScale,181,858,73295,0,58360
ancientDragonScale,182,863,74153,0,58360
ancientDragonScale,183,868,75016,0,58360
ancientDragonScale,184,873,75884,0,58360
ancientDragonScale,185,879,76757,2000,60360
ancientDragonScale,186,884,77636,0,60360
