레벨,SP 증가,누적 환포,효과
649,"100,000,000","60,065,236,579",sp+649
650,"100,000,000","60,165,236,579",sp+650
651,"100,000,000","60,265,236,579",sp+651
652,"100,000,000","60,365,236,579",sp+652
653,"100,000,000","60,465,236,579",sp+653
654,"100,000,000","60,565,236,579",sp+654
655,"100,000,000","60,665,236,579",sp+655
656,"100,000,000","60,765,236,579",sp+656
657,"100,000,000","60,865,236,579",sp+657
658,"100,000,000","60,965,236,579",sp+658
659,"100,000,000","61,065,236,579",sp+659
660,"100,000,000","61,165,236,579",sp+660
661,"100,000,000","61,265,236,579",sp+661
662,"100,000,000","61,365,236,579",sp+662
663,"100,000,000","61,465,236,579",sp+663
664,"100,000,000","61,565,236,579",sp+664
665,"100,000,000","61,665,236,579",sp+665
666,"100,000,000","61,765,236,579",sp+666
667,"100,000,000","61,865,236,579",sp+667
668,"100,000,000","61,965,236,579",sp+668
669,"100,000,000","62,065,236,579",sp+669
670,"100,000,000","62,165,236,579",sp+670
671,"100,000,000","62,265,236,579",sp+671
672,"100,000,000","62,365,236,579",sp+672
673,"100,000,000","62,465,236,579",sp+673
674,"100,000,000","62,565,236,579",sp+674
675,"100,000,000","62,665,236,579",sp+675
676,"100,000,000","62,765,236,579",sp+676
677,"100,000,000","62,865,236,579",sp+677
678,"100,000,000","62,965,236,579",sp+678
679,"100,000,000","63,065,236,579",sp+679
680,"100,000,000","63,165,236,579",sp+680
681,"100,000,000","63,265,236,579",sp+681
682,"100,000,000","63,365,236,579",sp+682
683,"100,000,000","63,465,236,579",sp+683
684,"100,000,000","63,565,236,579",sp+684
685,"100,000,000","63,665,236,579",sp+685
686,"100,000,000","63,765,236,579",sp+686
687,"100,000,000","63,865,236,579",sp+687
688,"100,000,000","63,965,236,579",sp+688
689,"100,000,000","64,065,236,579",sp+689
690,"100,000,000","64,165,236,579",sp+690
691,"100,000,000","64,265,236,579",sp+691
692,"100,000,000","64,365,236,579",sp+692
693,"100,000,000","64,465,236,579",sp+693
694,"100,000,000","64,565,236,579",sp+694
695,"100,000,000","64,665,236,579",sp+695
696,"100,000,000","64,765,236,579",sp+696
697,"100,000,000","64,865,236,579",sp+697
698,"100,000,000","64,965,236,579",sp+698
699,"100,000,000","65,065,236,579",sp+699
700,"100,000,000","65,165,236,579",sp+700
701,"100,000,000","65,265,236,579",sp+701
702,"100,000,000","65,365,236,579",sp+702
703,"100,000,000","65,465,236,579",sp+703
704,"100,000,000","65,565,236,579",sp+704
705,"100,000,000","65,665,236,579",sp+705
706,"100,000,000","65,765,236,579",sp+706
707,"100,000,000","65,865,236,579",sp+707
708,"100,000,000","65,965,236,579",sp+708
709,"100,000,000","66,065,236,579",sp+709
710,"100,000,000","66,165,236,579",sp+710
711,"100,000,000","66,265,236,579",sp+711
712,"100,000,000","66,365,236,579",sp+712
713,"100,000,000","66,465,236,579",sp+713
714,"100,000,000","66,565,236,579",sp+714
715,"100,000,000","66,665,236,579",sp+715
716,"100,000,000","66,765,236,579",sp+716
717,"100,000,000","66,865,236,579",sp+717
718,"100,000,000","66,965,236,579",sp+718
719,"100,000,000","67,065,236,579",sp+719
720,"100,000,000","67,165,236,579",sp+720
721,"100,000,000","67,265,236,579",sp+721
722,"100,000,000","67,365,236,579",sp+722
723,"100,000,000","67,465,236,579",sp+723
724,"100,000,000","67,565,236,579",sp+724
725,"100,000,000","67,665,236,579",sp+725
726,"100,000,000","67,765,236,579",sp+726
727,"100,000,000","67,865,236,579",sp+727
728,"100,000,000","67,965,236,579",sp+728
729,"100,000,000","68,065,236,579",sp+729
730,"100,000,000","68,165,236,579",sp+730
731,"100,000,000","68,265,236,579",sp+731
732,"100,000,000","68,365,236,579",sp+732
733,"100,000,000","68,465,236,579",sp+733
734,"100,000,000","68,565,236,579",sp+734
735,"100,000,000","68,665,236,579",sp+735
736,"100,000,000","68,765,236,579",sp+736
737,"100,000,000","68,865,236,579",sp+737
738,"100,000,000","68,965,236,579",sp+738
739,"100,000,000","69,065,236,579",sp+739
740,"100,000,000","69,165,236,579",sp+740
741,"100,000,000","69,265,236,579",sp+741
742,"100,000,000","69,365,236,579",sp+742
743,"100,000,000","69,465,236,579",sp+743
744,"100,000,000","69,565,236,579",sp+744
745,"100,000,000","69,665,236,579",sp+745
746,"100,000,000","69,765,236,579",sp+746
747,"100,000,000","69,865,236,579",sp+747
748,"100,000,000","69,965,236,579",sp+748
749,"100,000,000","70,065,236,579",sp+749
750,"100,000,000","70,165,236,579",sp+750
751,"100,000,000","70,265,236,579",sp+751
752,"100,000,000","70,365,236,579",sp+752
753,"100,000,000","70,465,236,579",sp+753
754,"100,000,000","70,565,236,579",sp+754
755,"100,000,000","70,665,236,579",sp+755
756,"100,000,000","70,765,236,579",sp+756
757,"100,000,000","70,865,236,579",sp+757
758,"100,000,000","70,965,236,579",sp+758
759,"100,000,000","71,065,236,579",sp+759
760,"100,000,000","71,165,236,579",sp+760
761,"100,000,000","71,265,236,579",sp+761
762,"100,000,000","71,365,236,579",sp+762
763,"100,000,000","71,465,236,579",sp+763
764,"100,000,000","71,565,236,579",sp+764
765,"100,000,000","71,665,236,579",sp+765
766,"100,000,000","71,765,236,579",sp+766
767,"100,000,000","71,865,236,579",sp+767
768,"100,000,000","71,965,236,579",sp+768
769,"100,000,000","72,065,236,579",sp+769
770,"100,000,000","72,165,236,579",sp+770
771,"100,000,000","72,265,236,579",sp+771
772,"100,000,000","72,365,236,579",sp+772
773,"100,000,000","72,465,236,579",sp+773
774,"100,000,000","72,565,236,579",sp+774
775,"100,000,000","72,665,236,579",sp+775
776,"100,000,000","72,765,236,579",sp+776
777,"100,000,000","72,865,236,579",sp+777
778,"100,000,000","72,965,236,579",sp+778
779,"100,000,000","73,065,236,579",sp+779
780,"100,000,000","73,165,236,579",sp+780
781,"100,000,000","73,265,236,579",sp+781
782,"100,000,000","73,365,236,579",sp+782
783,"100,000,000","73,465,236,579",sp+783
784,"100,000,000","73,565,236,579",sp+784
785,"100,000,000","73,665,236,579",sp+785
786,"100,000,000","73,765,236,579",sp+786
787,"100,000,000","73,865,236,579",sp+787
788,"100,000,000","73,965,236,579",sp+788
789,"100,000,000","74,065,236,579",sp+789
790,"100,000,000","74,165,236,579",sp+790
791,"100,000,000","74,265,236,579",sp+791
792,"100,000,000","74,365,236,579",sp+792
793,"100,000,000","74,465,236,579",sp+793
794,"100,000,000","74,565,236,579",sp+794
795,"100,000,000","74,665,236,579",sp+795
796,"100,000,000","74,765,236,579",sp+796
797,"100,000,000","74,865,236,579",sp+797
798,"100,000,000","74,965,236,579",sp+798
799,"100,000,000","75,065,236,579",sp+799
800,"100,000,000","75,165,236,579",sp+800
801,"100,000,000","75,265,236,579",sp+801
802,"100,000,000","75,365,236,579",sp+802
803,"100,000,000","75,465,236,579",sp+803
804,"100,000,000","75,565,236,579",sp+804
805,"100,000,000","75,665,236,579",sp+805
806,"100,000,000","75,765,236,579",sp+806
807,"100,000,000","75,865,236,579",sp+807
808,"100,000,000","75,965,236,579",sp+808
809,"100,000,000","76,065,236,579",sp+809
810,"100,000,000","76,165,236,579",sp+810
811,"100,000,000","76,265,236,579",sp+811
812,"100,000,000","76,365,236,579",sp+812
813,"100,000,000","76,465,236,579",sp+813
814,"100,000,000","76,565,236,579",sp+814
815,"100,000,000","76,665,236,579",sp+815
816,"100,000,000","76,765,236,579",sp+816
817,"100,000,000","76,865,236,579",sp+817
818,"100,000,000","76,965,236,579",sp+818
819,"100,000,000","77,065,236,579",sp+819
820,"100,000,000","77,165,236,579",sp+820
821,"100,000,000","77,265,236,579",sp+821
822,"100,000,000","77,365,236,579",sp+822
823,"100,000,000","77,465,236,579",sp+823
824,"100,000,000","77,565,236,579",sp+824
825,"100,000,000","77,665,236,579",sp+825
826,"100,000,000","77,765,236,579",sp+826
827,"100,000,000","77,865,236,579",sp+827
828,"100,000,000","77,965,236,579",sp+828
829,"100,000,000","78,065,236,579",sp+829
830,"100,000,000","78,165,236,579",sp+830
831,"100,000,000","78,265,236,579",sp+831
832,"100,000,000","78,365,236,579",sp+832
833,"100,000,000","78,465,236,579",sp+833
834,"100,000,000","78,565,236,579",sp+834
835,"100,000,000","78,665,236,579",sp+835
836,"100,000,000","78,765,236,579",sp+836
837,"100,000,000","78,865,236,579",sp+837
838,"100,000,000","78,965,236,579",sp+838
839,"100,000,000","79,065,236,579",sp+839
840,"100,000,000","79,165,236,579",sp+840
841,"100,000,000","79,265,236,579",sp+841
842,"100,000,000","79,365,236,579",sp+842
843,"100,000,000","79,465,236,579",sp+843
844,"100,000,000","79,565,236,579",sp+844
845,"100,000,000","79,665,236,579",sp+845
846,"100,000,000","79,765,236,579",sp+846
847,"100,000,000","79,865,236,579",sp+847
848,"100,000,000","79,965,236,579",sp+848
849,"100,000,000","80,065,236,579",sp+849
850,"100,000,000","80,165,236,579",sp+850
851,"100,000,000","80,265,236,579",sp+851
852,"100,000,000","80,365,236,579",sp+852
853,"100,000,000","80,465,236,579",sp+853
854,"100,000,000","80,565,236,579",sp+854
855,"100,000,000","80,665,236,579",sp+855
856,"100,000,000","80,765,236,579",sp+856
857,"100,000,000","80,865,236,579",sp+857
858,"100,000,000","80,965,236,579",sp+858
859,"100,000,000","81,065,236,579",sp+859
860,"100,000,000","81,165,236,579",sp+860
861,"100,000,000","81,265,236,579",sp+861
862,"100,000,000","81,365,236,579",sp+862
863,"100,000,000","81,465,236,579",sp+863
864,"100,000,000","81,565,236,579",sp+864
865,"100,000,000","81,665,236,579",sp+865
866,"100,000,000","81,765,236,579",sp+866
867,"100,000,000","81,865,236,579",sp+867
868,"100,000,000","81,965,236,579",sp+868
869,"100,000,000","82,065,236,579",sp+869
870,"100,000,000","82,165,236,579",sp+870
871,"100,000,000","82,265,236,579",sp+871
872,"100,000,000","82,365,236,579",sp+872
873,"100,000,000","82,465,236,579",sp+873
874,"100,000,000","82,565,236,579",sp+874
875,"100,000,000","82,665,236,579",sp+875
876,"100,000,000","82,765,236,579",sp+876
877,"100,000,000","82,865,236,579",sp+877
878,"100,000,000","82,965,236,579",sp+878
879,"100,000,000","83,065,236,579",sp+879
880,"100,000,000","83,165,236,579",sp+880
881,"100,000,000","83,265,236,579",sp+881
882,"100,000,000","83,365,236,579",sp+882
883,"100,000,000","83,465,236,579",sp+883
884,"100,000,000","83,565,236,579",sp+884
885,"100,000,000","83,665,236,579",sp+885
886,"100,000,000","83,765,236,579",sp+886
887,"100,000,000","83,865,236,579",sp+887
888,"100,000,000","83,965,236,579",sp+888
889,"100,000,000","84,065,236,579",sp+889
890,"100,000,000","84,165,236,579",sp+890
891,"100,000,000","84,265,236,579",sp+891
892,"100,000,000","84,365,236,579",sp+892
893,"100,000,000","84,465,236,579",sp+893
894,"100,000,000","84,565,236,579",sp+894
895,"100,000,000","84,665,236,579",sp+895
896,"100,000,000","84,765,236,579",sp+896
897,"100,000,000","84,865,236,579",sp+897
898,"100,000,000","84,965,236,579",sp+898
899,"100,000,000","85,065,236,579",sp+899
900,"100,000,000","85,165,236,579",sp+900
901,"100,000,000","85,265,236,579",sp+901
902,"100,000,000","85,365,236,579",sp+902
903,"100,000,000","85,465,236,579",sp+903
904,"100,000,000","85,565,236,579",sp+904
905,"100,000,000","85,665,236,579",sp+905
906,"100,000,000","85,765,236,579",sp+906
907,"100,000,000","85,865,236,579",sp+907
908,"100,000,000","85,965,236,579",sp+908
909,"100,000,000","86,065,236,579",sp+909
910,"100,000,000","86,165,236,579",sp+910
911,"100,000,000","86,265,236,579",sp+911
912,"100,000,000","86,365,236,579",sp+912
913,"100,000,000","86,465,236,579",sp+913
914,"100,000,000","86,565,236,579",sp+914
915,"100,000,000","86,665,236,579",sp+915
916,"100,000,000","86,765,236,579",sp+916
917,"100,000,000","86,865,236,579",sp+917
918,"100,000,000","86,965,236,579",sp+918
919,"100,000,000","87,065,236,579",sp+919
920,"100,000,000","87,165,236,579",sp+920
921,"100,000,000","87,265,236,579",sp+921
922,"100,000,000","87,365,236,579",sp+922
923,"100,000,000","87,465,236,579",sp+923
924,"100,000,000","87,565,236,579",sp+924
925,"100,000,000","87,665,236,579",sp+925
926,"100,000,000","87,765,236,579",sp+926
927,"100,000,000","87,865,236,579",sp+927
928,"100,000,000","87,965,236,579",sp+928
929,"100,000,000","88,065,236,579",sp+929
930,"100,000,000","88,165,236,579",sp+930
931,"100,000,000","88,265,236,579",sp+931
932,"100,000,000","88,365,236,579",sp+932
933,"100,000,000","88,465,236,579",sp+933
934,"100,000,000","88,565,236,579",sp+934
935,"100,000,000","88,665,236,579",sp+935
936,"100,000,000","88,765,236,579",sp+936
937,"100,000,000","88,865,236,579",sp+937
938,"100,000,000","88,965,236,579",sp+938
939,"100,000,000","89,065,236,579",sp+939
940,"100,000,000","89,165,236,579",sp+940
941,"100,000,000","89,265,236,579",sp+941
942,"100,000,000","89,365,236,579",sp+942
943,"100,000,000","89,465,236,579",sp+943
944,"100,000,000","89,565,236,579",sp+944
945,"100,000,000","89,665,236,579",sp+945
946,"100,000,000","89,765,236,579",sp+946
947,"100,000,000","89,865,236,579",sp+947
948,"100,000,000","89,965,236,579",sp+948
949,"100,000,000","90,065,236,579",sp+949
950,"100,000,000","90,165,236,579",sp+950
951,"100,000,000","90,265,236,579",sp+951
952,"100,000,000","90,365,236,579",sp+952
953,"100,000,000","90,465,236,579",sp+953
954,"100,000,000","90,565,236,579",sp+954
955,"100,000,000","90,665,236,579",sp+955
956,"100,000,000","90,765,236,579",sp+956
957,"100,000,000","90,865,236,579",sp+957
958,"100,000,000","90,965,236,579",sp+958
959,"100,000,000","91,065,236,579",sp+959
960,"100,000,000","91,165,236,579",sp+960
961,"100,000,000","91,265,236,579",sp+961
962,"100,000,000","91,365,236,579",sp+962
963,"100,000,000","91,465,236,579",sp+963
964,"100,000,000","91,565,236,579",sp+964
965,"100,000,000","91,665,236,579",sp+965
966,"100,000,000","91,765,236,579",sp+966
967,"100,000,000","91,865,236,579",sp+967
968,"100,000,000","91,965,236,579",sp+968
969,"100,000,000","92,065,236,579",sp+969
970,"100,000,000","92,165,236,579",sp+970
971,"100,000,000","92,265,236,579",sp+971
972,"100,000,000","92,365,236,579",sp+972
973,"100,000,000","92,465,236,579",sp+973
974,"100,000,000","92,565,236,579",sp+974
975,"100,000,000","92,665,236,579",sp+975
976,"100,000,000","92,765,236,579",sp+976
977,"100,000,000","92,865,236,579",sp+977
978,"100,000,000","92,965,236,579",sp+978
979,"100,000,000","93,065,236,579",sp+979
980,"100,000,000","93,165,236,579",sp+980
981,"100,000,000","93,265,236,579",sp+981
982,"100,000,000","93,365,236,579",sp+982
983,"100,000,000","93,465,236,579",sp+983
984,"100,000,000","93,565,236,579",sp+984
985,"100,000,000","93,665,236,579",sp+985
986,"100,000,000","93,765,236,579",sp+986
987,"100,000,000","93,865,236,579",sp+987
988,"100,000,000","93,965,236,579",sp+988
989,"100,000,000","94,065,236,579",sp+989
990,"100,000,000","94,165,236,579",sp+990
991,"100,000,000","94,265,236,579",sp+991
992,"100,000,000","94,365,236,579",sp+992
993,"100,000,000","94,465,236,579",sp+993
994,"100,000,000","94,565,236,579",sp+994
995,"100,000,000","94,665,236,579",sp+995
996,"100,000,000","94,765,236,579",sp+996
997,"100,000,000","94,865,236,579",sp+997
998,"100,000,000","94,965,236,579",sp+998
999,"100,000,000","95,065,236,579",sp+999
"1,000","100,000,000","95,165,236,579",sp+1000
"1,001","100,000,000","95,265,236,579",sp+1001
"1,002","100,000,000","95,365,236,579",sp+1002
"1,003","100,000,000","95,465,236,579",sp+1003
"1,004","100,000,000","95,565,236,579",sp+1004
"1,005","100,000,000","95,665,236,579",sp+1005
"1,006","100,000,000","95,765,236,579",sp+1006
"1,007","100,000,000","95,865,236,579",sp+1007
"1,008","100,000,000","95,965,236,579",sp+1008
"1,009","100,000,000","96,065,236,579",sp+1009
"1,010","100,000,000","96,165,236,579",sp+1010
"1,011","100,000,000","96,265,236,579",sp+1011
"1,012","100,000,000","96,365,236,579",sp+1012
"1,013","100,000,000","96,465,236,579",sp+1013
"1,014","100,000,000","96,565,236,579",sp+1014
"1,015","100,000,000","96,665,236,579",sp+1015
"1,016","100,000,000","96,765,236,579",sp+1016
"1,017","100,000,000","96,865,236,579",sp+1017
"1,018","100,000,000","96,965,236,579",sp+1018
"1,019","100,000,000","97,065,236,579",sp+1019
"1,020","100,000,000","97,165,236,579",sp+1020
"1,021","100,000,000","97,265,236,579",sp+1021
"1,022","100,000,000","97,365,236,579",sp+1022
"1,023","100,000,000","97,465,236,579",sp+1023
"1,024","100,000,000","97,565,236,579",sp+1024
"1,025","100,000,000","97,665,236,579",sp+1025
"1,026","100,000,000","97,765,236,579",sp+1026
"1,027","100,000,000","97,865,236,579",sp+1027
"1,028","100,000,000","97,965,236,579",sp+1028
"1,029","100,000,000","98,065,236,579",sp+1029
"1,030","100,000,000","98,165,236,579",sp+1030
"1,031","100,000,000","98,265,236,579",sp+1031
"1,032","100,000,000","98,365,236,579",sp+1032
"1,033","100,000,000","98,465,236,579",sp+1033
"1,034","100,000,000","98,565,236,579",sp+1034
"1,035","100,000,000","98,665,236,579",sp+1035
"1,036","100,000,000","98,765,236,579",sp+1036
"1,037","100,000,000","98,865,236,579",sp+1037
"1,038","100,000,000","98,965,236,579",sp+1038
"1,039","100,000,000","99,065,236,579",sp+1039
"1,040","100,000,000","99,165,236,579",sp+1040
"1,041","100,000,000","99,265,236,579",sp+1041
"1,042","100,000,000","99,365,236,579",sp+1042
"1,043","100,000,000","99,465,236,579",sp+1043
"1,044","100,000,000","99,565,236,579",sp+1044
"1,045","100,000,000","99,665,236,579",sp+1045
"1,046","100,000,000","99,765,236,579",sp+1046
"1,047","100,000,000","99,865,236,579",sp+1047
"1,048","100,000,000","99,965,236,579",sp+1048
"1,049","100,000,000","100,065,236,579",sp+1049
"1,050","100,000,000","100,165,236,579",sp+1050
"1,051","100,000,000","100,265,236,579",sp+1051
"1,052","100,000,000","100,365,236,579",sp+1052
"1,053","100,000,000","100,465,236,579",sp+1053
"1,054","100,000,000","100,565,236,579",sp+1054
"1,055","100,000,000","100,665,236,579",sp+1055
"1,056","100,000,000","100,765,236,579",sp+1056
"1,057","100,000,000","100,865,236,579",sp+1057
"1,058","100,000,000","100,965,236,579",sp+1058
"1,059","100,000,000","101,065,236,579",sp+1059
"1,060","100,000,000","101,165,236,579",sp+1060
"1,061","100,000,000","101,265,236,579",sp+1061
"1,062","100,000,000","101,365,236,579",sp+1062
"1,063","100,000,000","101,465,236,579",sp+1063
"1,064","100,000,000","101,565,236,579",sp+1064
"1,065","100,000,000","101,665,236,579",sp+1065
"1,066","100,000,000","101,765,236,579",sp+1066
"1,067","100,000,000","101,865,236,579",sp+1067
"1,068","100,000,000","101,965,236,579",sp+1068
"1,069","100,000,000","102,065,236,579",sp+1069
"1,070","100,000,000","102,165,236,579",sp+1070
"1,071","100,000,000","102,265,236,579",sp+1071
"1,072","100,000,000","102,365,236,579",sp+1072
"1,073","100,000,000","102,465,236,579",sp+1073
"1,074","100,000,000","102,565,236,579",sp+1074
"1,075","100,000,000","102,665,236,579",sp+1075
"1,076","100,000,000","102,765,236,579",sp+1076
"1,077","100,000,000","102,865,236,579",sp+1077
"1,078","100,000,000","102,965,236,579",sp+1078
"1,079","100,000,000","103,065,236,579",sp+1079
"1,080","100,000,000","103,165,236,579",sp+1080
"1,081","100,000,000","103,265,236,579",sp+1081
"1,082","100,000,000","103,365,236,579",sp+1082
"1,083","100,000,000","103,465,236,579",sp+1083
"1,084","100,000,000","103,565,236,579",sp+1084
"1,085","100,000,000","103,665,236,579",sp+1085
"1,086","100,000,000","103,765,236,579",sp+1086
"1,087","100,000,000","103,865,236,579",sp+1087
"1,088","100,000,000","103,965,236,579",sp+1088
"1,089","100,000,000","104,065,236,579",sp+1089
"1,090","100,000,000","104,165,236,579",sp+1090
"1,091","100,000,000","104,265,236,579",sp+1091
"1,092","100,000,000","104,365,236,579",sp+1092
"1,093","100,000,000","104,465,236,579",sp+1093
"1,094","100,000,000","104,565,236,579",sp+1094
"1,095","100,000,000","104,665,236,579",sp+1095
"1,096","100,000,000","104,765,236,579",sp+1096
"1,097","100,000,000","104,865,236,579",sp+1097
"1,098","100,000,000","104,965,236,579",sp+1098
"1,099","100,000,000","105,065,236,579",sp+1099
"1,100","100,000,000","105,165,236,579",sp+1100
"1,101","100,000,000","105,265,236,579",sp+1101
"1,102","100,000,000","105,365,236,579",sp+1102
"1,103","100,000,000","105,465,236,579",sp+1103
"1,104","100,000,000","105,565,236,579",sp+1104
"1,105","100,000,000","105,665,236,579",sp+1105
"1,106","100,000,000","105,765,236,579",sp+1106
"1,107","100,000,000","105,865,236,579",sp+1107
"1,108","100,000,000","105,965,236,579",sp+1108
"1,109","100,000,000","106,065,236,579",sp+1109
"1,110","100,000,000","106,165,236,579",sp+1110
"1,111","100,000,000","106,265,236,579",sp+1111
"1,112","100,000,000","106,365,236,579",sp+1112
"1,113","100,000,000","106,465,236,579",sp+1113
"1,114","100,000,000","106,565,236,579",sp+1114
"1,115","100,000,000","106,665,236,579",sp+1115
"1,116","100,000,000","106,765,236,579",sp+1116
"1,117","100,000,000","106,865,236,579",sp+1117
"1,118","100,000,000","106,965,236,579",sp+1118
"1,119","100,000,000","107,065,236,579",sp+1119
"1,120","100,000,000","107,165,236,579",sp+1120
"1,121","100,000,000","107,265,236,579",sp+1121
"1,122","100,000,000","107,365,236,579",sp+1122
"1,123","100,000,000","107,465,236,579",sp+1123
"1,124","100,000,000","107,565,236,579",sp+1124
"1,125","100,000,000","107,665,236,579",sp+1125
"1,126","100,000,000","107,765,236,579",sp+1126
"1,127","100,000,000","107,865,236,579",sp+1127
"1,128","100,000,000","107,965,236,579",sp+1128
"1,129","100,000,000","108,065,236,579",sp+1129
"1,130","100,000,000","108,165,236,579",sp+1130
"1,131","100,000,000","108,265,236,579",sp+1131
"1,132","100,000,000","108,365,236,579",sp+1132
"1,133","100,000,000","108,465,236,579",sp+1133
"1,134","100,000,000","108,565,236,579",sp+1134
"1,135","100,000,000","108,665,236,579",sp+1135
"1,136","100,000,000","108,765,236,579",sp+1136
"1,137","100,000,000","108,865,236,579",sp+1137
"1,138","100,000,000","108,965,236,579",sp+1138
"1,139","100,000,000","109,065,236,579",sp+1139
"1,140","100,000,000","109,165,236,579",sp+1140
"1,141","100,000,000","109,265,236,579",sp+1141
"1,142","100,000,000","109,365,236,579",sp+1142
"1,143","100,000,000","109,465,236,579",sp+1143
"1,144","100,000,000","109,565,236,579",sp+1144
"1,145","100,000,000","109,665,236,579",sp+1145
"1,146","100,000,000","109,765,236,579",sp+1146
"1,147","100,000,000","109,865,236,579",sp+1147
"1,148","100,000,000","109,965,236,579",sp+1148
"1,149","100,000,000","110,065,236,579",sp+1149
"1,150","100,000,000","110,165,236,579",sp+1150
"1,151","100,000,000","110,265,236,579",sp+1151
"1,152","100,000,000","110,365,236,579",sp+1152
"1,153","100,000,000","110,465,236,579",sp+1153
"1,154","100,000,000","110,565,236,579",sp+1154
"1,155","100,000,000","110,665,236,579",sp+1155
"1,156","100,000,000","110,765,236,579",sp+1156
"1,157","100,000,000","110,865,236,579",sp+1157
"1,158","100,000,000","110,965,236,579",sp+1158
"1,159","100,000,000","111,065,236,579",sp+1159
"1,160","100,000,000","111,165,236,579",sp+1160
"1,161","100,000,000","111,265,236,579",sp+1161
"1,162","100,000,000","111,365,236,579",sp+1162
"1,163","100,000,000","111,465,236,579",sp+1163
"1,164","100,000,000","111,565,236,579",sp+1164
"1,165","100,000,000","111,665,236,579",sp+1165
"1,166","100,000,000","111,765,236,579",sp+1166
"1,167","100,000,000","111,865,236,579",sp+1167
"1,168","100,000,000","111,965,236,579",sp+1168
"1,169","100,000,000","112,065,236,579",sp+1169
"1,170","100,000,000","112,165,236,579",sp+1170
"1,171","100,000,000","112,265,236,579",sp+1171
"1,172","100,000,000","112,365,236,579",sp+1172
"1,173","100,000,000","112,465,236,579",sp+1173
"1,174","100,000,000","112,565,236,579",sp+1174
"1,175","100,000,000","112,665,236,579",sp+1175
"1,176","100,000,000","112,765,236,579",sp+1176
"1,177","100,000,000","112,865,236,579",sp+1177
"1,178","100,000,000","112,965,236,579",sp+1178
"1,179","100,000,000","113,065,236,579",sp+1179
"1,180","100,000,000","113,165,236,579",sp+1180
"1,181","100,000,000","113,265,236,579",sp+1181
"1,182","100,000,000","113,365,236,579",sp+1182
"1,183","100,000,000","113,465,236,579",sp+1183
"1,184","100,000,000","113,565,236,579",sp+1184
"1,185","100,000,000","113,665,236,579",sp+1185
"1,186","100,000,000","113,765,236,579",sp+1186
"1,187","100,000,000","113,865,236,579",sp+1187
"1,188","100,000,000","113,965,236,579",sp+1188
"1,189","100,000,000","114,065,236,579",sp+1189
"1,190","100,000,000","114,165,236,579",sp+1190
"1,191","100,000,000","114,265,236,579",sp+1191
"1,192","100,000,000","114,365,236,579",sp+1192
"1,193","100,000,000","114,465,236,579",sp+1193
"1,194","100,000,000","114,565,236,579",sp+1194
"1,195","100,000,000","114,665,236,579",sp+1195
"1,196","100,000,000","114,765,236,579",sp+1196
"1,197","100,000,000","114,865,236,579",sp+1197
"1,198","100,000,000","114,965,236,579",sp+1198
"1,199","100,000,000","115,065,236,579",sp+1199
"1,200","100,000,000","115,165,236,579",sp+1200
